Date,Time,PC0.1,PC0.3,PC0.5,PC1.0,PC2.5,PC5.0,PC10,PM0.1,PM0.3,PM0.5,PM1.0,PM2.5,PM5.0,PM10
13/07/2025,19:51:40,7918,2240,1480,734,250,173,86,5.63,11.92,14.86,18.13,33.09,70.80,75.30
13/07/2025,19:51:41,8275,2976,965,667,307,115,94,6.22,12.74,24.08,22.18,34.72,48.45,71.94
13/07/2025,19:51:42,7334,2440,1080,806,235,138,70,8.98,15.33,24.35,21.95,36.54,40.72,84.24
13/07/2025,19:51:43,6922,2160,1312,826,227,115,104,8.51,13.17,15.94,30.06,40.45,40.03,51.30
13/07/2025,19:51:44,9666,2325,1112,762,317,123,85,7.31,13.14,24.34,29.50,41.42,69.09,61.60
13/07/2025,19:51:45,6286,2746,1222,646,328,128,99,5.79,12.72,22.19,27.20,32.56,51.44,73.92
13/07/2025,19:51:46,9915,1850,952,763,406,117,96,6.26,12.62,22.94,26.35,43.50,68.64,89.71
13/07/2025,19:51:47,6544,2106,1546,741,381,114,82,9.68,11.98,17.47,16.82,35.25,45.31,59.50
13/07/2025,19:51:48,8101,2805,1568,539,414,170,78,6.02,11.52,21.44,30.14,35.28,55.70,59.07
13/07/2025,19:51:49,7731,2915,1213,741,363,181,88,8.78,16.48,18.77,21.79,35.28,69.71,65.44
13/07/2025,19:51:50,7373,1910,1621,534,290,154,94,6.90,12.51,15.34,18.80,44.02,57.30,69.38
13/07/2025,19:51:51,7538,1786,1024,746,312,154,70,9.33,15.57,22.61,29.79,33.25,60.91,92.86
13/07/2025,19:51:52,7709,2998,1261,544,398,176,94,9.90,13.07,18.94,25.78,41.73,61.50,68.85
13/07/2025,19:51:53,6677,2245,1134,656,274,117,61,8.13,9.71,20.21,29.20,37.33,51.10,83.42
13/07/2025,19:51:54,9510,2742,1109,494,259,203,102,9.58,10.64,24.10,18.98,41.14,62.82,75.87
13/07/2025,19:51:55,7005,2450,1155,478,341,131,69,10.06,11.82,21.20,22.18,28.43,68.50,89.70
13/07/2025,19:51:56,10074,3118,1542,584,322,120,101,5.71,13.63,22.83,20.34,33.60,48.34,50.88
13/07/2025,19:51:57,8376,2243,1230,747,341,200,64,9.17,15.31,18.78,22.06,43.36,61.41,56.70
13/07/2025,19:51:58,5677,2374,1094,827,368,174,90,7.28,12.85,15.06,29.49,31.01,63.06,75.22
13/07/2025,19:51:59,7736,2080,1427,472,259,189,99,7.38,16.64,13.46,16.93,47.34,51.54,83.55
13/07/2025,19:52:00,7134,2402,1136,451,325,122,69,5.60,14.59,21.23,17.38,51.60,45.78,84.24
13/07/2025,19:52:01,9894,2925,1638,818,290,130,58,7.42,9.17,24.45,23.07,41.63,63.25,75.63
13/07/2025,19:52:02,5664,2597,926,626,259,192,75,6.48,9.52,21.58,27.57,34.59,47.06,67.07
13/07/2025,19:52:03,5650,2458,1488,730,266,190,104,10.06,10.61,18.53,20.83,48.37,58.21,69.92
13/07/2025,19:52:04,9008,2051,1642,650,382,170,69,5.81,9.81,20.72,24.19,51.76,53.20,70.77
13/07/2025,19:52:05,6536,1950,1189,594,336,138,94,7.73,16.42,15.38,24.14,38.32,56.21,67.58
13/07/2025,19:52:06,8872,2824,1506,773,250,181,99,6.82,14.54,23.50,28.14,33.70,63.26,68.02
13/07/2025,19:52:07,8296,2549,1269,531,226,142,59,9.39,9.57,16.75,28.90,48.93,71.33,66.69
13/07/2025,19:52:08,10005,1966,1507,558,381,171,94,7.17,11.79,19.76,20.66,28.82,43.34,77.87
13/07/2025,19:52:09,9715,2290,1526,715,358,170,66,5.89,15.09,17.49,29.34,48.45,62.18,64.56
13/07/2025,19:52:10,6992,2717,944,653,405,206,70,9.12,12.72,24.38,23.74,35.52,58.42,71.95
13/07/2025,19:52:11,6014,3066,1474,458,362,190,62,6.74,14.80,18.75,26.26,28.53,55.01,79.36
13/07/2025,19:52:12,9506,2886,1661,792,378,194,82,10.18,13.47,21.73,29.12,30.40,52.77,55.71
13/07/2025,19:52:13,10238,3011,1062,752,414,170,93,8.37,13.30,14.61,23.20,30.18,42.10,65.62
13/07/2025,19:52:14,5746,1902,1203,488,304,189,75,9.07,10.69,13.73,25.20,47.14,68.45,90.37
13/07/2025,19:52:15,6125,2616,1560,584,371,122,72,6.48,16.34,22.27,19.47,46.70,49.50,59.38
13/07/2025,19:52:16,6526,1826,1486,794,267,142,72,8.67,15.28,20.14,30.72,29.66,39.79,89.06
13/07/2025,19:52:17,6562,3064,974,578,251,171,96,7.20,13.02,19.38,16.91,32.66,51.87,50.90
13/07/2025,19:52:18,10277,2259,1000,694,358,173,91,9.20,12.72,13.65,22.69,34.58,49.58,70.00
13/07/2025,19:52:19,9398,2923,987,800,290,134,56,8.61,16.34,16.21,29.66,40.78,60.40,73.97
13/07/2025,19:52:20,6694,2291,1339,456,405,134,61,6.53,14.35,15.87,24.19,29.97,60.37,84.35
13/07/2025,19:52:21,6194,1813,1342,773,275,166,96,7.87,16.00,20.24,27.68,41.23,40.99,62.50
13/07/2025,19:52:22,6666,2445,1275,566,326,136,78,8.83,10.19,19.90,18.77,44.58,58.10,82.59
13/07/2025,19:52:23,8798,2387,1056,448,262,134,88,6.78,14.88,21.14,19.63,50.88,48.22,73.95
13/07/2025,19:52:24,6126,1790,928,691,346,147,74,9.39,10.37,14.14,22.35,38.29,49.01,89.39
13/07/2025,19:52:25,8294,1698,1344,650,365,154,78,9.01,16.38,23.62,18.59,29.15,43.12,70.77
13/07/2025,19:52:26,7200,3083,1245,624,384,165,99,8.74,9.07,17.86,30.22,41.76,66.78,75.73
13/07/2025,19:52:27,6246,2592,1395,541,302,205,58,5.65,15.58,19.86,19.26,44.14,42.05,63.10
13/07/2025,19:52:28,8363,1861,1014,595,398,115,101,9.62,12.10,14.38,23.33,33.54,68.86,90.14
13/07/2025,19:52:29,8982,1794,962,670,347,166,102,9.14,11.50,19.07,28.42,34.61,48.96,68.48
13/07/2025,19:52:30,10062,1762,1245,475,234,173,90,7.41,9.78,15.49,23.30,35.74,46.46,54.05
13/07/2025,19:52:31,10195,1786,1638,677,331,203,62,6.78,14.90,15.70,24.32,43.20,42.16,62.03
13/07/2025,19:52:32,7736,2955,1264,707,400,158,70,8.42,12.27,21.07,21.01,47.39,53.60,89.60
13/07/2025,19:52:33,7538,3043,1539,490,299,139,74,8.32,13.98,22.38,25.84,33.55,41.90,55.09
13/07/2025,19:52:34,5899,2560,1541,715,350,174,93,7.73,9.42,17.65,23.34,30.91,65.50,80.00
13/07/2025,19:52:35,6142,2923,1174,530,376,160,98,7.12,15.86,21.65,31.04,36.70,71.38,62.74
13/07/2025,19:52:36,7110,1864,1171,645,395,115,70,8.34,10.27,17.98,30.86,35.17,39.98,83.20
13/07/2025,19:52:37,9278,3062,1446,813,251,136,102,7.94,12.72,24.93,22.13,43.62,46.46,78.43
13/07/2025,19:52:38,7722,2502,909,582,243,181,59,8.40,14.75,22.13,24.22,40.59,43.65,65.94
13/07/2025,19:52:39,6605,1896,1533,622,309,131,86,8.21,16.26,16.02,22.34,42.29,53.44,87.81
13/07/2025,19:52:40,5715,1990,1104,587,326,202,69,7.50,10.05,16.80,26.88,35.95,46.64,64.96
13/07/2025,19:52:41,6998,1714,1026,808,376,206,77,9.62,15.66,16.13,29.12,39.86,55.97,85.97
13/07/2025,19:52:42,6574,2859,1261,595,237,176,86,7.73,15.34,24.45,17.63,32.10,62.67,61.86
13/07/2025,19:52:43,7261,2835,914,637,280,152,75,8.56,15.73,22.40,25.92,47.02,51.73,91.46
13/07/2025,19:52:44,6667,3069,1168,613,331,190,85,6.58,11.44,22.83,25.09,30.45,71.26,51.76
13/07/2025,19:52:45,7050,2624,1150,501,290,157,67,9.23,11.10,17.86,24.08,45.92,56.24,89.79
13/07/2025,19:52:46,9496,2152,1208,594,414,147,90,8.37,16.53,20.75,26.02,37.33,53.15,57.52
13/07/2025,19:52:47,7934,2211,1291,794,234,189,69,9.01,10.61,21.95,22.99,30.45,48.99,63.57
13/07/2025,19:52:48,8696,2896,1322,808,354,195,101,7.06,15.23,15.20,22.50,51.33,60.06,82.18
13/07/2025,19:52:49,7906,2720,1253,630,358,200,62,8.67,16.42,24.35,30.45,34.16,62.75,63.04
13/07/2025,19:52:50,9814,3107,1043,483,397,179,85,7.90,9.28,23.94,24.66,45.15,71.78,91.82
13/07/2025,19:52:51,8418,2634,1576,451,250,182,82,8.69,11.73,16.56,23.86,43.90,60.46,64.96
13/07/2025,19:52:52,8722,2232,939,696,283,122,99,5.95,10.88,18.53,18.42,50.45,55.54,62.99
13/07/2025,19:52:53,6373,1702,1194,466,232,146,62,9.97,13.70,21.34,28.94,34.91,40.77,92.53
13/07/2025,19:52:54,6459,2197,1328,755,387,168,94,6.22,10.56,15.31,20.46,29.46,48.02,83.66
13/07/2025,19:52:55,10346,2734,1326,624,374,126,80,9.89,13.89,21.65,26.30,31.94,49.09,57.70
13/07/2025,19:52:56,7128,1990,1218,795,266,166,80,7.74,13.18,18.37,26.74,28.94,43.17,91.76
13/07/2025,19:52:57,8888,1717,1594,752,318,174,69,6.58,11.82,21.81,19.57,49.66,65.74,92.43
13/07/2025,19:52:58,8066,2872,1021,650,402,123,82,9.46,11.22,21.65,26.91,46.85,58.62,60.96
13/07/2025,19:52:59,6656,2558,1170,774,258,173,82,7.79,9.12,16.88,20.43,31.25,63.57,81.47
13/07/2025,19:53:00,8907,2886,1558,717,330,179,78,7.63,13.70,17.94,18.91,32.62,52.13,80.77
13/07/2025,19:53:01,9538,2733,1208,493,315,157,91,7.70,14.30,16.53,29.46,51.02,57.17,89.63
13/07/2025,19:53:02,7846,2080,1360,686,314,158,101,8.40,12.22,17.97,29.18,28.30,39.49,66.98
13/07/2025,19:53:03,9840,2675,1206,526,414,133,86,8.29,13.39,20.29,17.58,41.74,39.47,61.14
13/07/2025,19:53:04,6931,2022,1192,461,250,130,56,6.83,12.77,18.77,25.41,35.86,67.73,51.97
13/07/2025,19:53:05,9152,2493,1312,589,245,131,99,8.67,9.04,17.39,19.81,36.14,54.43,77.54
13/07/2025,19:53:06,9728,2694,974,672,400,205,98,8.05,12.13,19.14,18.69,51.82,49.50,67.04
13/07/2025,19:53:07,6211,2877,898,718,250,136,86,8.46,11.15,21.92,29.28,29.22,63.95,82.00
13/07/2025,19:53:08,9827,1795,1062,738,234,203,58,7.87,10.53,17.87,19.38,48.94,40.30,68.88
13/07/2025,19:53:09,5808,1861,1312,675,371,187,64,6.70,8.99,21.57,23.38,48.75,49.73,82.88
13/07/2025,19:53:10,8210,2630,990,566,301,147,99,8.56,13.76,23.42,27.26,49.10,48.13,93.34
13/07/2025,19:53:11,5856,2122,1456,704,314,200,72,9.10,12.35,13.73,21.87,35.90,39.49,91.86
13/07/2025,19:53:12,9733,2744,1507,726,382,186,91,5.76,14.74,18.77,30.32,42.13,69.39,69.34
13/07/2025,19:53:13,6987,2224,1258,605,237,206,86,7.87,9.14,21.57,21.38,49.84,68.74,85.79
13/07/2025,19:53:14,7451,2710,1067,728,277,150,91,9.38,14.35,17.47,26.24,35.98,58.46,59.92
13/07/2025,19:53:15,6680,1923,1578,643,302,198,101,8.70,10.43,19.54,28.14,41.02,58.78,84.64
13/07/2025,19:53:16,6069,2688,1402,637,382,203,58,9.89,15.38,23.34,25.10,32.61,55.31,66.90
13/07/2025,19:53:17,6648,2962,1277,602,309,194,66,9.92,14.06,17.63,24.94,51.12,58.62,70.45
13/07/2025,19:53:18,6979,2315,1326,622,274,198,69,7.47,10.64,16.94,21.50,37.73,43.46,53.54
13/07/2025,19:53:19,9830,2986,1258,634,307,205,58,6.93,11.63,23.89,30.75,47.73,70.10,86.08
13/07/2025,19:53:20,9278,2702,1664,622,381,166,74,5.98,15.70,15.17,31.04,40.88,71.54,80.69
13/07/2025,19:53:21,8925,2786,1189,448,344,205,98,6.24,14.58,15.68,22.34,45.34,53.76,56.40
13/07/2025,19:53:22,8942,2784,1571,557,379,144,86,6.38,9.14,21.81,28.21,48.94,55.58,92.94
13/07/2025,19:53:23,7373,2862,1205,582,278,131,58,10.35,15.70,17.47,18.16,49.79,39.81,59.97
13/07/2025,19:53:24,9066,2846,1539,552,307,154,86,8.43,9.31,23.39,24.32,32.18,48.46,76.24
13/07/2025,19:53:25,6958,2899,1574,498,363,202,99,6.38,15.95,21.57,29.23,37.04,66.74,85.12
13/07/2025,19:53:26,8685,2080,944,618,272,178,69,6.74,15.34,15.76,23.62,30.29,62.38,65.46
13/07/2025,19:53:27,8518,2302,955,722,254,134,96,8.35,15.14,17.20,28.74,34.96,53.39,72.82
13/07/2025,19:53:28,7885,2338,1654,754,363,205,72,8.02,15.33,22.93,23.47,33.20,61.23,64.93
13/07/2025,19:53:29,7502,2510,1072,491,256,155,62,8.32,12.77,20.86,23.30,38.56,68.10,77.06
13/07/2025,19:53:30,8971,3027,1642,582,413,163,80,9.82,15.12,14.99,18.18,46.02,65.54,58.10
13/07/2025,19:53:31,8669,2427,1458,450,357,163,104,5.81,15.65,21.15,25.50,41.49,44.19,64.50
13/07/2025,19:53:32,7170,3091,1107,702,288,186,66,9.34,14.37,21.44,20.83,35.68,41.79,90.24
13/07/2025,19:53:33,6720,2661,1598,643,347,118,59,9.66,13.60,22.86,26.54,49.94,46.21,73.26
13/07/2025,19:53:34,6952,2363,1181,733,368,131,62,9.97,11.26,15.17,24.06,42.59,40.56,73.76
13/07/2025,19:53:35,7083,2554,1467,728,234,202,82,6.29,9.74,14.82,24.24,38.64,51.02,74.96
13/07/2025,19:53:36,9362,2952,1026,619,392,114,78,6.13,15.36,20.13,26.58,30.22,55.60,64.82
13/07/2025,19:53:37,9093,2573,1069,514,326,114,96,8.03,11.98,19.54,21.25,28.67,44.30,72.56
13/07/2025,19:53:38,6326,2258,1381,782,355,179,67,7.33,14.48,23.10,17.49,47.12,45.57,81.73
13/07/2025,19:53:39,8573,2645,1323,459,301,174,67,10.11,15.98,14.48,20.19,33.02,48.53,51.94
13/07/2025,19:53:40,6842,2366,973,738,312,182,102,10.27,9.95,22.70,27.86,40.38,47.62,54.86
13/07/2025,19:53:41,10067,2896,1264,541,240,157,94,8.24,12.27,13.54,30.67,50.93,70.16,60.26
13/07/2025,19:53:42,10118,2026,1224,459,310,118,85,8.35,14.42,22.40,28.59,49.09,47.30,59.73
13/07/2025,19:53:43,9259,2222,1514,814,357,144,102,7.39,16.14,17.25,20.85,37.58,54.26,83.01
13/07/2025,19:53:44,6563,2347,1395,678,274,171,104,6.72,14.91,23.95,24.59,47.10,55.01,60.74
13/07/2025,19:53:45,8558,2088,1301,514,314,182,80,5.62,14.72,13.52,21.30,49.04,58.38,54.94
13/07/2025,19:53:46,8189,2538,1224,504,392,128,75,7.15,12.37,21.25,24.30,36.32,40.96,65.49
13/07/2025,19:53:47,6829,2189,1262,637,333,184,91,8.08,12.94,20.83,17.36,32.53,67.62,51.18
13/07/2025,19:53:48,5603,1939,1034,466,286,195,59,6.88,14.40,17.90,17.07,38.21,42.62,51.41
13/07/2025,19:53:49,8370,1746,1618,587,254,160,86,5.92,15.73,14.24,23.81,43.87,68.67,66.83
13/07/2025,19:53:50,9646,1851,962,819,275,128,64,8.62,9.44,18.66,30.67,31.17,71.55,70.51
13/07/2025,19:53:51,10027,2037,1605,784,234,123,99,6.05,13.38,14.70,26.78,48.46,64.40,56.67
13/07/2025,19:53:52,8182,2709,1618,758,363,126,66,10.11,12.26,18.94,22.86,39.12,70.99,59.36
13/07/2025,19:53:53,8384,2496,1229,590,346,117,72,9.79,13.01,24.59,25.54,50.18,53.94,75.15
13/07/2025,19:53:54,8333,2997,1490,819,406,141,86,7.14,10.86,17.92,18.51,32.56,64.74,77.74
13/07/2025,19:53:55,6776,1838,1206,626,317,202,101,8.83,14.29,17.58,28.26,48.94,53.02,90.64
13/07/2025,19:53:56,7766,3014,949,629,264,123,61,7.82,15.90,14.99,29.38,51.84,67.57,83.26
13/07/2025,19:53:57,6893,2306,1024,576,238,198,83,7.95,13.46,16.80,31.01,44.51,68.50,51.87
13/07/2025,19:53:58,6339,1805,1424,525,266,150,101,7.49,11.07,16.14,27.78,35.50,55.71,93.50
13/07/2025,19:53:59,8178,1774,1299,800,238,203,93,6.19,11.39,23.92,24.37,28.58,40.90,70.59
13/07/2025,19:54:00,6021,2579,1621,533,366,189,88,7.94,15.89,14.91,23.70,48.53,59.78,86.78
13/07/2025,19:54:01,5981,2475,1018,710,318,186,78,5.97,11.46,17.68,18.35,35.30,58.72,78.51
13/07/2025,19:54:02,9118,2370,1016,656,235,170,78,9.04,15.49,17.33,24.34,44.32,59.62,80.45
13/07/2025,19:54:03,9597,1734,1270,461,326,136,78,7.89,16.54,16.88,24.80,49.60,52.90,61.41
13/07/2025,19:54:04,8280,2107,1454,555,341,178,101,9.38,13.25,16.21,27.02,43.60,48.77,55.44
13/07/2025,19:54:05,6784,2618,1523,565,326,146,67,7.62,13.74,13.82,19.84,45.86,61.47,70.08
13/07/2025,19:54:06,8326,2778,1637,738,334,198,86,9.73,9.01,21.81,27.86,37.47,57.14,74.93
13/07/2025,19:54:07,9586,1718,1181,810,389,118,82,6.05,13.63,24.88,22.94,45.42,67.31,60.45
13/07/2025,19:54:08,6130,2590,1043,790,293,114,66,9.31,16.48,15.12,27.36,43.71,49.07,75.25
13/07/2025,19:54:09,8976,2691,1326,486,283,198,82,8.70,11.60,16.72,19.42,49.90,41.02,75.73
13/07/2025,19:54:10,7530,2226,1053,790,338,202,86,10.32,9.62,15.92,31.14,28.58,64.86,63.07
13/07/2025,19:54:11,8061,2752,1594,781,394,126,88,8.94,14.59,20.90,17.41,42.78,55.57,74.38
13/07/2025,19:54:12,7722,2438,1379,717,344,168,85,7.46,13.04,13.50,19.47,45.82,64.78,61.86
13/07/2025,19:54:13,7338,2738,1365,717,285,181,78,5.82,13.73,18.93,25.50,47.15,51.55,58.21
13/07/2025,19:54:14,7858,2355,1285,670,331,130,93,8.11,11.41,16.61,30.00,43.47,65.28,66.54
13/07/2025,19:54:15,6488,2914,1635,562,232,166,66,7.14,9.68,17.44,19.66,28.13,62.85,57.20
13/07/2025,19:54:16,6262,3014,1045,643,338,114,58,6.05,14.43,22.27,30.82,34.98,66.88,90.53
13/07/2025,19:54:17,5792,2549,1051,821,352,126,61,9.57,14.72,21.31,18.69,34.45,58.40,71.34
13/07/2025,19:54:18,8976,2019,1142,766,294,168,64,6.48,11.15,20.80,18.13,39.95,54.03,77.60
13/07/2025,19:54:19,10226,2336,974,816,325,203,66,9.63,11.17,18.43,23.86,44.46,64.26,93.46
13/07/2025,19:54:20,7082,2973,1378,666,411,123,58,9.82,14.34,14.43,21.38,36.21,65.17,56.21
13/07/2025,19:54:21,10118,2198,1642,603,270,122,90,5.84,13.54,23.02,22.02,41.57,49.38,57.76
13/07/2025,19:54:22,7781,2218,1014,544,405,123,90,5.94,12.34,14.58,21.17,33.50,41.58,80.46
13/07/2025,19:54:23,7685,3062,1440,474,384,115,99,6.00,10.58,23.38,24.58,46.64,39.46,57.71
13/07/2025,19:54:24,9573,2222,1544,752,301,149,83,8.48,9.28,15.26,27.15,39.23,60.75,90.69
13/07/2025,19:54:25,5640,2661,1000,739,286,152,85,9.86,15.89,17.86,19.73,28.42,48.13,60.08
13/07/2025,19:54:26,7682,2880,1605,771,397,142,102,8.90,13.01,19.70,23.89,51.28,64.43,82.32
13/07/2025,19:54:27,7454,1829,1619,574,373,122,94,5.90,11.47,17.54,18.66,38.27,57.33,50.45
13/07/2025,19:54:28,9362,2278,1102,462,302,184,98,7.60,14.78,16.94,24.30,43.74,51.14,58.35
13/07/2025,19:54:29,10264,3035,1170,653,395,138,93,9.17,11.44,22.40,25.63,51.10,66.50,90.64
13/07/2025,19:54:30,9840,1854,1424,744,410,168,78,7.98,12.29,22.30,17.46,49.30,52.86,52.82
13/07/2025,19:54:31,8242,2602,1514,832,357,149,78,9.06,9.14,22.93,24.00,33.95,39.39,88.00
13/07/2025,19:54:32,6357,2054,1408,547,294,158,101,8.54,14.24,15.52,17.89,37.82,55.50,52.19
13/07/2025,19:54:33,7397,2106,947,568,413,205,91,7.25,10.27,21.60,17.86,37.25,39.63,88.58
13/07/2025,19:54:34,5989,3085,1611,646,317,165,66,8.10,11.95,22.93,24.11,51.22,48.29,90.80
13/07/2025,19:54:35,9766,1789,962,483,416,190,78,6.27,15.84,24.08,29.06,32.85,40.62,88.10
13/07/2025,19:54:36,10221,2627,1571,542,315,206,83,7.01,14.19,19.87,24.96,44.91,39.97,78.75
13/07/2025,19:54:37,7406,2245,1622,501,392,205,94,9.50,9.36,17.94,22.83,35.78,59.47,54.98
13/07/2025,19:54:38,7901,1926,1371,462,227,157,61,8.08,13.36,21.42,23.58,38.50,65.14,71.52
13/07/2025,19:54:39,9635,2638,1606,469,381,134,82,8.91,10.72,14.03,24.10,30.58,39.63,81.49
13/07/2025,19:54:40,6435,2675,1094,773,278,118,86,9.12,10.91,18.88,18.03,44.46,59.73,72.46
13/07/2025,19:54:41,6680,2869,986,779,402,171,94,9.70,11.65,18.40,19.33,29.26,50.30,67.73
13/07/2025,19:54:42,10264,1838,1214,470,256,194,102,8.78,10.75,21.47,27.78,39.31,59.28,51.90
13/07/2025,19:54:43,6962,1795,1341,602,306,141,96,7.63,11.79,20.80,29.12,46.43,45.63,90.64
13/07/2025,19:54:44,8898,2611,1472,477,416,182,66,6.83,14.72,14.18,18.69,45.26,54.61,63.62
13/07/2025,19:54:45,7520,2630,1445,714,331,152,83,8.08,16.46,21.90,25.25,37.39,55.63,77.73
13/07/2025,19:54:46,5907,1872,1534,502,256,125,69,8.67,11.25,19.18,24.11,35.79,50.94,87.36
13/07/2025,19:54:47,5933,2862,1610,470,304,190,74,8.18,11.33,24.90,25.63,41.12,61.57,73.79
13/07/2025,19:54:48,6686,2432,1222,517,312,166,96,9.62,10.98,18.61,24.91,30.19,70.10,67.34
13/07/2025,19:54:49,6917,1808,1222,688,347,198,61,8.98,15.34,23.94,28.90,41.60,67.60,70.74
13/07/2025,19:54:50,6926,3006,1176,565,302,114,62,7.36,9.31,23.23,24.70,40.08,60.00,78.99
13/07/2025,19:54:51,9456,1902,1659,715,363,170,93,9.23,11.23,14.85,23.26,50.30,41.47,90.50
13/07/2025,19:54:52,10064,1918,1542,491,298,189,69,7.78,10.78,14.02,23.84,44.75,59.68,69.98
13/07/2025,19:54:53,9942,2734,1653,667,264,118,69,7.74,10.34,21.33,21.89,49.14,57.54,80.35
13/07/2025,19:54:54,9213,2992,1435,672,358,195,90,10.27,9.14,16.45,16.91,43.98,45.68,58.32
13/07/2025,19:54:55,7989,2878,1406,715,326,181,62,7.62,14.90,19.46,21.46,37.89,50.58,72.11
13/07/2025,19:54:56,6040,2851,1570,635,378,117,69,10.27,9.14,15.57,26.05,32.75,65.49,91.82
13/07/2025,19:54:57,7771,2134,986,549,371,147,58,7.50,16.40,21.06,26.26,47.50,39.39,85.98
13/07/2025,19:54:58,8338,2013,1174,550,410,125,58,9.92,10.00,19.97,26.64,41.14,46.61,80.94
13/07/2025,19:54:59,6666,1741,1648,632,358,155,94,9.04,16.61,23.95,26.94,33.78,55.65,67.07
13/07/2025,19:55:00,8318,2472,896,752,245,168,85,5.82,10.11,18.70,20.30,42.22,49.39,51.20
13/07/2025,19:55:01,9552,2322,1046,496,323,144,83,7.20,14.54,23.50,27.04,35.31,45.54,68.54
13/07/2025,19:55:02,10254,1778,1093,690,286,118,74,6.43,12.80,17.15,20.11,36.85,57.01,89.94
13/07/2025,19:55:03,9213,1786,1214,675,272,157,62,7.02,11.10,19.42,22.37,37.58,57.14,77.84
13/07/2025,19:55:04,9315,2555,1326,522,328,125,94,7.02,9.14,23.90,20.43,38.62,72.18,50.86
13/07/2025,19:55:05,8195,2482,1325,462,272,178,96,9.87,14.56,24.21,31.14,28.05,50.58,81.39
13/07/2025,19:55:06,10120,3046,1026,734,243,157,59,6.18,9.02,20.35,24.61,37.17,47.20,76.61
13/07/2025,19:55:07,5990,2957,1573,650,413,157,72,6.66,15.04,18.91,26.51,45.12,69.66,64.14
13/07/2025,19:55:08,7050,2710,1440,478,245,120,74,9.04,11.60,22.56,24.85,38.40,66.51,59.50
13/07/2025,19:55:09,8162,1853,1534,675,325,194,59,8.22,16.22,16.91,20.77,40.42,65.68,59.60
13/07/2025,19:55:10,7112,2390,1133,558,386,171,62,5.78,10.37,18.08,21.58,34.90,42.40,70.48
13/07/2025,19:55:11,8080,1907,1141,635,230,190,88,8.19,14.58,17.97,18.80,29.39,42.61,50.54
